lemma,reading,first_char,last_char
えり,エリ,エ,リ
えり好み,エリゴノミ,エ,ミ
えり足,エリアシ,エ,シ
えり抜き,エリヌキ,エ,キ
えん,エン,エ,ン
えんせん,エンセン,エ,ン
えんにょう,エンニョウ,エ,ウ
えんび,エンビ,エ,ヒ
えんぺいごう,エンペイゴウ,エ,ウ
えん曲,エンキョク,エ,ク
えん曲,エンキョク,エ,ク
えん恨,エンコン,エ,ン
えん罪,エンザイ,エ,イ
えん戦,エンセン,エ,ン
えん麦,エンバク,エ,ク
えん尾服,エンビフク,エ,ク
お,オ,オ,オ
おあいそ,オアイソ,オ,ソ
おい,オイ,オ,イ
おいちゃん,オイチャン,オ,ン
おいてけぼり,オイテケボリ,オ,リ
おいで,オイデ,オ,テ
おいど,オイド,オ,ト
おうせいあめ,オウセイアメ,オ,メ
おうよう,オウヨウ,オ,ウ
おうレンズ,オウレンズ,オ,ス
おう歌,オウカ,オ,カ
おう弱,オウジャク,オ,ク
おう弱,オウジャク,オ,ク
おう盛,オウセイ,オ,イ
おう吐,オウト,オ,ト
おう悩,オウノウ,オ,ウ
おえら方,オエラガタ,オ,タ
おおえす,オオエス,オ,ス
おおがい,オオガイ,オ,イ
おおがかり,オオガカリ,オ,リ
おおぐま,オオグマ,オ,マ
おおげさ,オオゲサ,オ,サ
おおざと,オオザト,オ,ト
おおっぴら,オオッピラ,オ,ラ
おおつごもり,オオツゴモリ,オ,リ
おおどか,オオドカ,オ,カ
おおびら,オオビラ,オ,ラ
おおまか,オオマカ,オ,カ
おおらか,オオラカ,オ,カ
おおわらわ,オオワラワ,オ,ワ
おかえし,オカエシ,オ,シ
おかか,オカカ,オ,カ
おかき,オカキ,オ,キ
おかけ,オカケ,オ,ケ
おかげ,オカゲ,オ,ケ
おかげ,オカゲ,オ,ケ
おかし,オカシ,オ,シ
おかず,オカズ,オ,ス
おかちん,オカチン,オ,ン
おかど違い,オカドチガイ,オ,イ
おかど違い,オカドチガイ,オ,イ
おかみ,オカミ,オ,ミ
おかゆ,オカユ,オ,ユ
おかわ,オカワ,オ,ワ
おか釣り,オカヅリ,オ,リ
おがくず,オガクズ,オ,ス
おが屑,オガクズ,オ,ス
おき,オキ,オ,キ
おくび,オクビ,オ,ヒ
おくら,オクラ,オ,ラ
おくるみ,オクルミ,オ,ミ
おくれ毛,オクレゲ,オ,ケ
おぐら,オグラ,オ,ラ
おこし,オコシ,オ,シ
おこし,オコシ,オ,シ
おこも,オコモ,オ,モ
おこわ,オコワ,オ,ワ
おごそか,オゴソカ,オ,カ
おごり,オゴリ,オ,リ
おさらば,オサラバ,オ,ハ
おさんどん,オサンドン,オ,ン
おしおき,オシオキ,オ,キ
おしくら,オシクラ,オ,ラ
おしっこ,オシッコ,オ,コ
おしどり夫婦,オシドリフウフ,オ,フ
おしまい,オシマイ,オ,イ
おしみ,オシミ,オ,ミ
おしめ,オシメ,オ,メ
おしゃぶり,オシャブリ,オ,リ
おしゃべり,オシャベリ,オ,リ
おしゃま,オシャマ,オ,マ
おしゃま,オシャマ,オ,マ
おしゃれ,オシャレ,オ,レ
おしゃれ,オシャレ,オ,レ
おしら様,オシラサマ,オ,マ
おしり,オシリ,オ,リ
おしろい花,オシロイバナ,オ,ナ
おじいさん,オジイサン,オ,ン
おじいちゃま,オジイチャマ,オ,マ
おじいちゃん,オジイチャン,オ,ン
おじぎ,オジギ,オ,キ
おじぎ草,オジギソウ,オ,ウ
おじさん,オジサン,オ,ン
おじゃま,オジャマ,オ,マ
おじゃん,オジャン,オ,ン
おじや,オジヤ,オ,ヤ
おじょうさん,オジョウサン,オ,ン
おすすめ,オススメ,オ,メ
おすそ分け,オスソワケ,オ,ケ
おすべらかし,オスベラカシ,オ,シ
おすわり,オスワリ,オ,リ
おせっかい,オセッカイ,オ,イ
おぜん立て,オゼンダテ,オ,テ
おそろい,オソロイ,オ,イ
おたおた,オタオタ,オ,タ
おたずね者,オタズネモノ,オ,ノ
おたふく,オタフク,オ,ク
おたまりこぼし,オタマリコボシ,オ,シ
おためごかし,オタメゴカシ,オ,シ
おだやか,オダヤカ,オ,カ
おちゃっぴい,オチャッピイ,オ,イ
おちゃめ,オチャメ,オ,メ
おちゃらけ,オチャラケ,オ,ケ
おちょこ,オチョコ,オ,コ
おちょぼ口,オチョボグチ,オ,チ
おっかさん,オッカサン,オ,ン
おっくう,オックウ,オ,ウ
おっさん,オッサン,オ,ン
おっちゃん,オッチャン,オ,ン
おっちょこちょい,オッチョコチョイ,オ,イ
おっちょこちょい,オッチョコチョイ,オ,イ
おっつかっつ,オッツカッツ,オ,ツ
おっぱい,オッパイ,オ,イ
おつけ,オツケ,オ,ケ
おつむ,オツム,オ,ム
おつもり,オツモリ,オ,リ
おてしょ,オテショ,オ,ヨ
おでき,オデキ,オ,キ
おでこ,オデコ,オ,コ
おでん,オデン,オ,ン
おと,オト,オ,ト
おとぎ話,オトギバナシ,オ,シ
おとこの子,オトコノコ,オ,コ
おとっつぁん,オトッツァン,オ,ン
おととし,オトトシ,オ,シ
おとなげ,オトナゲ,オ,ケ
おとなしやか,オトナシヤカ,オ,カ
おとり膳,オトリゼン,オ,ン
おどけ,オドケ,オ,ケ
おなか,オナカ,オ,カ
おなご,オナゴ,オ,コ
おなじ,オナジ,オ,シ
おなじみ,オナジミ,オ,ミ
おなら,オナラ,オ,ラ
おにぎり,オニギリ,オ,リ
おねしょ,オネショ,オ,ヨ
おのおの,オノオノ,オ,ノ
おのれ,オノレ,オ,レ
おはこ,オハコ,オ,コ
おはしょり,オハショリ,オ,リ
おはじき,オハジキ,オ,キ
おはね,オハネ,オ,ネ
おはもじ,オハモジ,オ,シ
おはらい,オハライ,オ,イ
おはらい箱,オハライバコ,オ,コ
おばあさん,オバアサン,オ,ン
おばけ,オバケ,オ,ケ
おばさん,オバサン,オ,ン
おひたし,オヒタシ,オ,シ
おひろい,オヒロイ,オ,イ
おふくろ,オフクロ,オ,ロ
おべっか,オベッカ,オ,カ
おべんちゃら,オベンチャラ,オ,ラ
おぼこ,オボコ,オ,コ
おぼれ谷,オボレダニ,オ,ニ
おぼろ,オボロ,オ,ロ
おぼろ月,オボロヅキ,オ,キ
おぼろ月夜,オボロヅキヨ,オ,ヨ
おまえ,オマエ,オ,エ
おまかせ,オマカセ,オ,セ
おまけ,オマケ,オ,ケ
おまじない,オマジナイ,オ,イ
おまじり,オマジリ,オ,リ
おませ,オマセ,オ,セ
おませ,オマセ,オ,セ
おまる,オマル,オ,ル
おみおつけ,オミオツケ,オ,ケ
おみこし,オミコシ,オ,シ
おみやげ,オミヤゲ,オ,ケ
おみ足,オミアシ,オ,シ
おむすび,オムスビ,オ,ヒ
おめぇー,オメェー,オ,エ
おめかし,オメカシ,オ,シ
おめでた,オメデタ,オ,タ
おもいで,オモイデ,オ,テ
おもかじ,オモカジ,オ,シ
おもし,オモシ,オ,シ
おもちゃ,オモチャ,オ,ヤ
おもてなし,オモテナシ,オ,シ
おもて向き,オモテムキ,オ,キ
おもらし,オモラシ,オ,シ
おもり,オモリ,オ,リ
おやじ,オヤジ,オ,シ
おや子,オヤコ,オ,コ
おら,オラ,オ,ラ
おり,オリ,オ,リ
おり,オリ,オ,リ
おり紙,オリガミ,オ,ミ
おれ,オレ,オ,レ
おろか,オロカ,オ,カ
おろしショウガ,オロシショウガ,オ,カ
おろし金,オロシガネ,オ,ネ
おろそか,オロソカ,オ,カ
おろ抜き,オロヌキ,オ,キ
おわび,オワビ,オ,ヒ
おわん,オワン,オ,ン
おんどり,オンドリ,オ,リ
おんな,オンナ,オ,ナ
おんなじ,オンナジ,オ,シ
おんなじ,オンナジ,オ,シ
おんなの子,オンナノコ,オ,コ
おんば,オンバ,オ,ハ
おんぶ,オンブ,オ,フ
おんぼろ,オンボロ,オ,ロ
おん念,オンネン,オ,ン
お握り,オニギリ,オ,リ
お偉方,オエラガタ,オ,タ
お慰み,オナグサミ,オ,ミ
お為ごかし,オタメゴカシ,オ,シ
お為ごかし,オタメゴカシ,オ,シ
お為顔,オタメガオ,オ,オ
お為筋,オタメスジ,オ,シ
お移り,オウツリ,オ,リ
お引き受け,オヒキウケ,オ,ケ
お引き摺り,オヒキズリ,オ,リ
お引き立て,オヒキタテ,オ,テ
お引受け,オヒキウケ,オ,ケ
お蔭,オカゲ,オ,ケ
お蔭さま,オカゲサマ,オ,マ
お蔭様,オカゲサマ,オ,マ
お陰,オカゲ,オ,ケ
お陰さま,オカゲサマ,オ,マ
お陰様,オカゲサマ,オ,マ
お隠れ,オカクレ,オ,レ
お越し,オコシ,オ,シ
お屋敷町,オヤシキマチ,オ,チ
お下,オシモ,オ,モ
お下がり,オサガリ,オ,リ
お下げ,オサゲ,オ,ケ
お下げ髪,オサゲガミ,オ,ミ
お下地,オシタジ,オ,シ
お化け,オバケ,オ,ケ
お伽,オトギ,オ,キ
お伽草子,オトギゾウシ,オ,シ
お伽噺,オトギバナシ,オ,シ
お加減,オカゲン,オ,ン
お家,オイエ,オ,エ
お家芸,オイエゲイ,オ,イ
お歌,オウタ,オ,タ
お河童,オカッパ,オ,ハ
お花,オハナ,オ,ナ
お花畑,オハナバタケ,オ,ケ
お花畠,オハナバタケ,オ,ケ
お菓子,オカシ,オ,シ
お過ごし,オスゴシ,オ,シ
お悔やみ,オクヤミ,オ,ミ
お改め,オアラタメ,オ,メ
お絵書き,オエカキ,オ,キ
お開き,オヒラキ,オ,キ
お株,オカブ,オ,フ
お冠,オカンムリ,オ,リ
お眼鏡,オメガネ,オ,ネ
お願い,オネガイ,オ,イ
お気,オキ,オ,キ
お気づき,オキヅキ,オ,キ
お気にいり,オキニイリ,オ,リ
お気に入り,オキニイリ,オ,リ
お祈り,オイノリ,オ,リ
お客,オキャク,オ,ク
お客様,オキャクサマ,オ,マ
お宮,オミヤ,オ,ヤ
お許し,オユルシ,オ,シ
お供,オトモ,オ,モ
お供え,オソナエ,オ,エ
お侠,オキャン,オ,ン
お侠,オキャン,オ,ン
お鏡,オカガミ,オ,ミ
お玉,オタマ,オ,マ
お玉じゃくし,オタマジャクシ,オ,シ
お玉杓子,オタマジャクシ,オ,シ
お勤め,オツトメ,オ,メ
お金,オカネ,オ,ネ
お稽古,オケイコ,オ,コ
お迎え,オムカエ,オ,エ
お決まり,オキマリ,オ,リ
お決り,オキマリ,オ,リ
お見逸れ,オミソレ,オ,レ
お見舞,オミマイ,オ,イ
お古,オフル,オ,ル
お呼ばれ,オヨバレ,オ,レ
お呼び,オヨビ,オ,ヒ
お呼び立て,オヨビタテ,オ,テ
お互い,オタガイ,オ,イ
お互い様,オタガイサマ,オ,マ
お好み焼き,オコノミヤキ,オ,キ
お幸せ,オシアワセ,オ,セ
お構い,オカマイ,オ,イ
お構いなく,オカマイナク,オ,ク
お絞り,オシボリ,オ,リ
お告げ,オツゲ,オ,ケ
お国ぶり,オクニブリ,オ,リ
お腰,オコシ,オ,シ
お座,オザ,オ,サ
お座なり,オザナリ,オ,リ
お座なり,オザナリ,オ,リ
お座付,オザツキ,オ,キ
お座敷,オザシキ,オ,キ
お歳暮,オセイボ,オ,ホ
お済み,オスミ,オ,ミ
お祭,オマツリ,オ,リ
お祭り,オマツリ,オ,リ
お祭り騒ぎ,オマツリサワギ,オ,キ
お祭騒ぎ,オマツリサワギ,オ,キ
お菜,オサイ,オ,イ
お作り,オツクリ,オ,リ
お札,オサツ,オ,ツ
お三時,オサンジ,オ,シ
お参り,オマイリ,オ,リ
お山,オヤマ,オ,マ
お産,オサン,オ,ン
お蚕ぐるみ,オカイコグルミ,オ,ミ
お仕置,オシオキ,オ,キ
お仕置き,オシオキ,オ,キ
お仕着せ,オシキセ,オ,セ
お子さま,オコサマ,オ,マ
お子さん,オコサン,オ,ン
お子様,オコサマ,オ,マ
お歯黒,オハグロ,オ,ロ
お似合い,オニアイ,オ,イ
お寺,オテラ,オ,ラ
お持たせ,オモタセ,オ,セ
お次,オツギ,オ,キ
お辞儀,オジギ,オ,キ
お七夜,オシチヤ,オ,ヤ
お湿り,オシメリ,オ,リ
お酌,オシャク,オ,ク
お釈迦,オシャカ,オ,カ
お釈迦さま,オシャカサマ,オ,マ
お釈迦様,オシャカサマ,オ,マ
お守り,オマモリ,オ,リ
お手つき,オテツキ,オ,キ
お手の物,オテノモノ,オ,ノ
お手玉,オテダマ,オ,マ
お手上げ,オテアゲ,オ,ケ
お手数,オテカズ,オ,ス
お手盛,オテモリ,オ,リ
お手盛り,オテモリ,オ,リ
お手前,オテマエ,オ,エ
お手伝い,オテツダイ,オ,イ
お手付き,オテツキ,オ,キ
お手付け,オテツケ,オ,ケ
お手本,オテホン,オ,ン
お受け取り,オウケトリ,オ,リ
お住い,オスマイ,オ,イ
お祝い,オイワイ,オ,イ
お出かけ,オデカケ,オ,ケ
お出で,オイデ,オ,テ
お出でお出で,オイデオイデ,オ,テ
お出まし,オデマシ,オ,シ
お巡り,オマワリ,オ,リ
お巡りさん,オマワリサン,オ,ン
お初,オハツ,オ,ツ
お初穂,オハツオ,オ,オ
お勝手,オカッテ,オ,テ
お召,オメシ,オ,シ
お召し物,オメシモノ,オ,ノ
お松,オマツ,オ,ツ
お笑い,オワライ,オ,イ
お上,オカミ,オ,ミ
お上りさん,オノボリサン,オ,ン
お上手,オジョウズ,オ,ス
お嬢さん,オジョウサン,オ,ン
お嬢様,オジョウサマ,オ,マ
お飾り,オカザリ,オ,リ
お触れ,オフレ,オ,レ
お新香,オシンコ,オ,コ
お神酒,オミキ,オ,キ
お神輿,オミコシ,オ,シ
お針,オハリ,オ,リ
お針子,オハリコ,オ,コ
お人好し,オヒトヨシ,オ,シ
お人好し,オヒトヨシ,オ,シ
お尋ね,オタズネ,オ,ネ
お尋ね者,オタズネモノ,オ,ノ
お雛様,オヒナサマ,オ,マ
お裾分け,オスソワケ,オ,ケ
お澄し,オスマシ,オ,シ
お世辞,オセジ,オ,シ
お世話,オセワ,オ,ワ
お正月,オショウガツ,オ,ツ
お声掛り,オコエガカリ,オ,リ
お節,オセチ,オ,チ
お節介,オセッカイ,オ,イ
お節介,オセッカイ,オ,イ
お先,オサキ,オ,キ
お先棒,オサキボウ,オ,ウ
お銭,オアシ,オ,シ
お前,オマエ,オ,エ
お膳立て,オゼンダテ,オ,テ
お祖父さん,オジイサン,オ,ン
お祖母さん,オバアサン,オ,ン
お粗末,オソマツ,オ,ツ
お粗末,オソマツ,オ,ツ
お早う,オハヨウ,オ,ウ
お送り,オオクリ,オ,リ
お側,オソバ,オ,ハ
お足,オアシ,オ,シ
お孫さん,オマゴサン,オ,ン
お多福,オタフク,オ,ク
お多福豆,オタフクマメ,オ,メ
お多福風,オタフクカゼ,オ,セ
お太鼓,オタイコ,オ,コ
お陀仏,オダブツ,オ,ツ
お待ち,オマチ,オ,チ
お待ち遠様,オマチドオサマ,オ,マ
お袋,オフクロ,オ,ロ
お代,オダイ,オ,イ
お代り,オカワリ,オ,リ
お題目,オダイモク,オ,ク
お宅,オタク,オ,ク
お達し,オタッシ,オ,シ
お断り,オコトワリ,オ,リ
お談義,オダンギ,オ,キ
お知らせ,オシラセ,オ,セ
お茶,オチャ,オ,ヤ
お茶の子,オチャノコ,オ,コ
お茶ひき,オチャヒキ,オ,キ
お茶屋,オチャヤ,オ,ヤ
お茶子,オチャコ,オ,コ
お茶請け,オチャウケ,オ,ケ
お茶漬け,オチャヅケ,オ,ケ
お茶挽,オチャヒキ,オ,キ
お中元,オチュウゲン,オ,ン
お昼,オヒル,オ,ル
お昼,オヒル,オ,ル
お喋り,オシャベリ,オ,リ
お調子者,オチョウシモノ,オ,ノ
お通し,オトオシ,オ,シ
お通夜,オツヤ,オ,ヤ
お壷口,オツボグチ,オ,チ
お釣,オツリ,オ,リ
お釣り,オツリ,オ,リ
お定まり,オサダマリ,オ,リ
お天気,オテンキ,オ,キ
お天道様,オテントサマ,オ,マ
お店者,オタナモノ,オ,ノ
お転婆,オテンバ,オ,ハ
お転婆,オテンバ,オ,ハ
お点前,オテマエ,オ,エ
お伝え,オツタエ,オ,エ
お土砂,オドシャ,オ,ヤ
お湯,オユ,オ,ユ
お答え,オコタエ,オ,エ
お得意さん,オトクイサン,オ,ン
お酉さま,オトリサマ,オ,マ
お鍋,オナベ,オ,ヘ
お日様,オヒサマ,オ,マ
お忍び,オシノビ,オ,ヒ
お年,オトシ,オ,シ
お年玉,オトシダマ,オ,マ
お捻り,オヒネリ,オ,リ
お納め,オオサメ,オ,メ
お納戸色,オナンドイロ,オ,ロ
お婆さん,オバアサン,オ,ン
お買い得,オカイドク,オ,ク
お萩,オハギ,オ,キ
お薄,オウス,オ,ス
お八つ,オヤツ,オ,ツ
お鉢,オハチ,オ,チ
お鉢めぐり,オハチメグリ,オ,リ
お発ち,オタチ,オ,チ
お伴,オトモ,オ,モ
お披露目,オヒロメ,オ,メ
お疲れさま,オツカレサマ,オ,マ
お膝下,オヒザモト,オ,ト
お姫さま,オヒメサマ,オ,マ
お姫様,オヒメサマ,オ,マ
お百度,オヒャクド,オ,ト
お賓頭盧,オビンズル,オ,ル
お付,オツキ,オ,キ
お布施,オフセ,オ,セ
お父さん,オトウサン,オ,ン
お父ちゃん,オトウチャン,オ,ン
お父つぁん,オトッツァン,オ,ン
お部屋,オヘヤ,オ,ヤ
お福わけ,オフクワケ,オ,ケ
お福分け,オフクワケ,オ,ケ
お腹,オナカ,オ,カ
お払い箱,オハライバコ,オ,コ
お払い物,オハライモノ,オ,ノ
お平,オヒラ,オ,ラ
お平ら,オタイラ,オ,ラ
お変り,オカワリ,オ,リ
お返し,オカエシ,オ,シ
お便り,オタヨリ,オ,リ
お母さま,オカアサマ,オ,マ
お母さん,オカアサン,オ,ン
お母ちゃん,オカアチャン,オ,ン
お母様,オカアサマ,オ,マ
お宝,オタカラ,オ,ラ
お抱え,オカカエ,オ,エ
お方,オカタ,オ,タ
お忙しい,オイソガシイ,オ,イ
お墨付き,オスミツキ,オ,キ
お盆,オボン,オ,ン
お目もじ,オメモジ,オ,シ
お目玉,オメダマ,オ,マ
お目見え,オメミエ,オ,エ
お目見得,オメミエ,オ,エ
お貰い,オモライ,オ,イ
お門違い,オカドチガイ,オ,イ
お門違い,オカドチガイ,オ,イ
お爺さん,オジイサン,オ,ン
お誘い,オサソイ,オ,イ
お預け,オアヅケ,オ,ケ
お里,オサト,オ,ト
お立ち,オタチ,オ,チ
お立ち台,オタチダイ,オ,イ
お流れ,オナガレ,オ,レ
お力,オチカラ,オ,ラ
お隣,オトナリ,オ,リ
お冷,オヒヤ,オ,ヤ
お礼,オレイ,オ,イ
お礼参り,オレイマイリ,オ,リ
お零れ,オコボレ,オ,レ
お歴々,オレキレキ,オ,キ
お歴歴,オレキレキ,オ,キ
お話,オハナシ,オ,シ
お話し,オハナシ,オ,シ
お詫び,オワビ,オ,ヒ
お櫃,オヒツ,オ,ツ
お洒落,オシャレ,オ,レ
お洒落,オシャレ,オ,レ
お浚い,オサライ,オ,イ
お祓い,オハライ,オ,イ
お襁褓,オムツ,オ,ツ
かあさん,カアサン,カ,ン
かい,カイ,カ,イ
かいしゅん,カイシュン,カ,ン
かいな,カイナ,カ,ナ
かいなで,カイナデ,カ,テ
かいよう,カイヨウ,カ,ウ
かいわい,カイワイ,カ,イ
かい書,カイショ,カ,ヨ
かい人,カイジン,カ,ン
かい性,カイショウ,カ,ウ
かい離,カイリ,カ,リ
かえし縫い,カエシヌイ,カ,イ
かお,カオ,カ,オ
かかぁ天下,カカァデンカ,カ,カ
かかあ天下,カカアデンカ,カ,カ
かかと,カカト,カ,ト
かかりつけ,カカリツケ,カ,ケ
かかり湯,カカリユ,カ,ユ
かかわり,カカワリ,カ,リ
かかわり合い,カカワリアイ,カ,イ
かがり火,カガリビ,カ,ヒ
かきいれ時,カキイレドキ,カ,キ
かき餅,カキモチ,カ,チ
かき揚げ,カキアゲ,カ,ケ
かぎ,カギ,カ,キ
かぎっ子,カギッコ,カ,コ
かぎゅう,カギュウ,カ,ウ
かぎり,カギリ,カ,リ
かぎり,カギリ,カ,リ
かぎろひ,カギロヒ,カ,ヒ
かぎ針,カギバリ,カ,リ
かぎ鼻,カギバナ,カ,ナ
かぎ裂き,カギザキ,カ,キ
かくし芸,カクシゲイ,カ,イ
かくし子,カクシゴ,カ,コ
かくれんぼ,カクレンボ,カ,ホ
かくれミノ,カクレミノ,カ,ノ
かく乱,カクラン,カ,ン
かけ,カケ,カ,ケ
かけ,カケ,カ,ケ
かけ,カケ,カ,ケ
かけあい,カケアイ,カ,イ
かけがえ,カケガエ,カ,エ
かけくらべ,カケクラベ,カ,ヘ
かけっこ,カケッコ,カ,コ
かけはぎ,カケハギ,カ,キ
かけ橋,カケハシ,カ,シ
かけ算,カケザン,カ,ン
かけ持ち,カケモチ,カ,チ
かけ声,カケゴエ,カ,エ
かげ,カゲ,カ,ケ
かげり,カゲリ,カ,リ
かげん,カゲン,カ,ン
かこう岩,カコウガン,カ,ン
かご,カゴ,カ,コ
かごの鳥,カゴノトリ,カ,リ
かさ,カサ,カ,サ
かさかさ,カサカサ,カ,サ
かさぶた,カサブタ,カ,タ
かざけ,カザケ,カ,ケ
かざり,カザリ,カ,リ
かざり職,カザリショク,カ,ク
かし,カシ,カ,シ
かしく,カシク,カ,ク
かしこ,カシコ,カ,コ
かしこ,カシコ,カ,コ
かしら,カシラ,カ,ラ
かしわ,カシワ,カ,ワ
かじ,カジ,カ,シ
かじとり,カジトリ,カ,リ
かじ取り,カジトリ,カ,リ
かじ付きフォア,カジツキフォア,カ,ア
かす,カス,カ,ス
かすか,カスカ,カ,カ
かすかす,カスカス,カ,ス
かす汁,カスジル,カ,ル
かずの子,カズノコ,カ,コ
かせ糸,カセイト,カ,ト
かぜ,カゼ,カ,セ
かた,カタ,カ,タ
かた,カタ,カ,タ
かた,カタ,カ,タ
かたかご,カタカゴ,カ,コ
かたがた,カタガタ,カ,タ
かたぎ,カタギ,カ,キ
かたくな,カタクナ,カ,ナ
かたくり粉,カタクリコ,カ,コ
かたず,カタズ,カ,ス
かたち,カタチ,カ,チ
